Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
mercedes-benz,2008,nigerian used,157093,2500,petrol,automatic,4745000.0,
ford,2013,foreign used,115361,30,petrol,automatic,5250000.0,
toyota,2007,foreign used,96952,3500,petrol,automatic,3848000.0,
toyota,2010,foreign used,85583,2500,petrol,automatic,3675000.0,
land rover,2004,nigerian used,161352,4400,petrol,automatic,2100000.0,SUV
toyota,2013,foreign used,221667,3500,petrol,automatic,8840000.0,
lexus,2010,nigerian used,78708,3500,petrol,automatic,5310000.0,SUV
land rover,2008,nigerian used,192232,2500,petrol,automatic,3370000.0,
toyota,2008,foreign used,128369,3500,petrol,automatic,3640000.0,
toyota,2011,nigerian used,364344,2500,petrol,automatic,3560000.0,SUV
lexus,2008,nigerian used,230751,3500,petrol,automatic,4472000.0,SUV
jeep,2008,nigerian used,228941,3000,petrol,automatic,1680000.0,SUV
toyota,2006,nigerian used,253577,3300,petrol,automatic,3328000.0,SUV
infiniti,2008,nigerian used,115506,2500,petrol,automatic,3370000.0,
toyota,2006,nigerian used,97296,3500,petrol,automatic,1995000.0,
toyota,2011,nigerian used,123088,2500,petrol,automatic,3224000.0,
dodge,2011,foreign used,163756,2400,petrol,automatic,3885000.0,
isuzu,2008,nigerian used,73844,2500,petrol,manual,2048400.0,
lexus,2008,foreign used,155665,3500,petrol,automatic,3570000.0,SUV
toyota,2012,nigerian used,119606,2000,petrol,automatic,3150000.0,
mercedes-benz,2012,nigerian used,101947,3000,petrol,automatic,3675000.0,
dodge,2011,foreign used,163756,2400,petrol,automatic,3885000.0,
toyota,2010,foreign used,85583,2500,petrol,automatic,3675000.0,
porsche,2008,nigerian used,161352,2500,petrol,automatic,2810000.0,
lexus,2007,nigerian used,203830,3500,petrol,automatic,4576000.0,SUV
toyota,2010,foreign used,108433,2500,petrol,automatic,5720000.0,
ford,2016,foreign used,90908,35000,petrol,automatic,12600000.0,
mercedes-benz,2008,nigerian used,112170,2500,petrol,automatic,6730000.0,
toyota,2011,nigerian used,61436,2000,petrol,automatic,5625000.0,SUV
dodge,2014,nigerian used,69000,3600,petrol,automatic,10500000.0,
lexus,2008,foreign used,184977,3500,petrol,automatic,4992000.0,
ford,2012,nigerian used,160553,3500,petrol,automatic,4160000.0,SUV
ford,2008,nigerian used,218896,3500,petrol,automatic,2100000.0,SUV
mercedes-benz,2009,nigerian used,350929,3500,petrol,automatic,3150000.0,
mercedes-benz,2008,nigerian used,112170,2500,petrol,automatic,6730000.0,
porsche,2008,nigerian used,161352,2500,petrol,automatic,2810000.0,
toyota,2005,nigerian used,359333,1800,petrol,automatic,2193750.0,
ford,2008,nigerian used,171010,2500,petrol,automatic,2045000.0,
mercedes-benz,2006,nigerian used,161352,3500,petrol,automatic,3255000.0,SUV
jaguar,2011,foreign used,177218,4000,petrol,automatic,9450000.0,
toyota,2011,foreign used,12683,2700,petrol,automatic,14175000.0,SUV
isuzu,2008,nigerian used,73844,2500,petrol,manual,2048400.0,
acura,2009,nigerian used,182036,3500,petrol,automatic,3120000.0,SUV
toyota,2010,nigerian used,99830,3300,petrol,automatic,3120000.0,
lexus,2007,nigerian used,123673,3500,petrol,automatic,3952000.0,SUV
toyota,2009,foreign used,459418,3500,petrol,automatic,4160000.0,
land rover,2004,nigerian used,161352,4400,petrol,automatic,2100000.0,SUV
ford,2005,nigerian used,301242,5400,petrol,automatic,2912000.0,
toyota,2011,foreign used,177590,3500,petrol,automatic,5880000.0,
mercedes-benz,2016,foreign used,52855,2000,petrol,automatic,15600000.0,
ford,2009,foreign used,114203,3500,petrol,automatic,2835000.0,
lexus,2008,nigerian used,230751,3500,petrol,automatic,4472000.0,SUV
ford,2016,foreign used,90908,35000,petrol,automatic,12600000.0,
toyota,2007,foreign used,237858,3500,petrol,automatic,3640000.0,
ford,2008,nigerian used,180814,2500,petrol,automatic,4266000.0,
skoda,2012,nigerian used,41077,1600,petrol,automatic,3150000.0,
lexus,2007,nigerian used,203830,3500,petrol,automatic,4576000.0,SUV
toyota,2008,nigerian used,251684,3500,petrol,automatic,3885000.0,SUV
mercedes-benz,2013,nigerian used,115724,3500,petrol,automatic,5736000.0,
ford,2007,foreign used,161352,3000,petrol,automatic,2625000.0,
ford,2008,nigerian used,218896,3500,petrol,automatic,2100000.0,SUV
peugeot,2003,nigerian used,3963,1600,petrol,automatic,1462500.0,
mercedes-benz,2013,nigerian used,125394,4700,petrol,automatic,12375000.0,SUV
ford,2002,nigerian used,247814,4000,petrol,automatic,2100000.0,
lexus,2011,nigerian used,181282,3500,petrol,automatic,7280000.0,SUV
ford,2016,nigerian used,115658,3500,petrol,automatic,10500000.0,SUV
toyota,2008,nigerian used,154309,2500,petrol,automatic,5050000.0,
toyota,2007,foreign used,197253,3300,petrol,automatic,3990000.0,
toyota,2009,foreign used,459418,3500,petrol,automatic,4160000.0,
toyota,2009,nigerian used,94618,3500,petrol,automatic,4725000.0,SUV
mercedes-benz,2008,nigerian used,60180,2500,petrol,automatic,7850000.0,
ford,2008,nigerian used,180814,2500,petrol,automatic,4266000.0,
land rover,2008,nigerian used,29555,2500,petrol,automatic,17930000.0,
toyota,2002,nigerian used,187433,3000,petrol,automatic,2100000.0,SUV
dodge,2013,foreign used,184192,5700,petrol,automatic,11550000.0,
toyota,2008,foreign used,201641,2400,petrol,automatic,3045000.0,
land rover,2007,nigerian used,131041,4400,petrol,automatic,2625000.0,SUV
ford,2009,foreign used,114203,3500,petrol,automatic,2835000.0,
mercedes-benz,2006,nigerian used,2418,5000,petrol,automatic,4935000.0,
toyota,2006,foreign used,82216,3000,petrol,automatic,3224000.0,
mercedes-benz,2008,nigerian used,57309,2500,petrol,automatic,6730000.0,
land rover,2007,nigerian used,131041,4400,petrol,automatic,2625000.0,SUV
ford,2004,foreign used,398223,4000,petrol,automatic,2940000.0,SUV
lexus,2011,nigerian used,181282,3500,petrol,automatic,7280000.0,SUV
lexus,2010,nigerian used,93872,3500,petrol,automatic,6775000.0,SUV
mercedes-benz,2008,nigerian used,82420,2500,petrol,automatic,17930000.0,
mercedes-benz,2008,nigerian used,145284,2500,petrol,automatic,6730000.0,
land rover,2008,nigerian used,139707,2500,petrol,automatic,2586000.0,
lexus,2008,nigerian used,100098,3500,petrol,automatic,3675000.0,SUV
mercedes-benz,2008,nigerian used,62217,2500,petrol,automatic,24650000.0,
ford,2008,nigerian used,205321,2500,petrol,automatic,3282500.0,
toyota,2008,foreign used,201641,2400,petrol,automatic,3045000.0,
lexus,2008,nigerian used,97925,2500,petrol,automatic,2922000.0,
lexus,2008,nigerian used,310333,3500,petrol,automatic,3432000.0,
lexus,2008,nigerian used,41774,2500,petrol,automatic,13450000.0,
lexus,2008,nigerian used,126224,2500,petrol,automatic,2362000.0,
dodge,2013,foreign used,184192,5700,petrol,automatic,11550000.0,
toyota,2008,nigerian used,170154,2500,petrol,automatic,6730000.0,
toyota,2019,foreign used,5359,1800,petrol,automatic,9975000.0,
lexus,2010,foreign used,165472,3500,petrol,automatic,7350000.0,SUV
jaguar,2005,nigerian used,99187,2700,diesel,automatic,3675000.0,
dodge,2005,foreign used,157972,3300,petrol,automatic,2625000.0,
dodge,2010,foreign used,349934,3300,petrol,automatic,3360000.0,
lexus,2008,nigerian used,9976050,3500,petrol,automatic,3255000.0,
toyota,2012,nigerian used,323406,2500,petrol,automatic,3990000.0,
toyota,2014,nigerian used,30778,2400,petrol,automatic,4200000.0,
nissan,2007,nigerian used,173224,3500,petrol,automatic,1518750.0,
mercedes-benz,2008,nigerian used,60180,2500,petrol,automatic,7850000.0,
mercedes-benz,2006,nigerian used,2418,5000,petrol,automatic,4935000.0,
toyota,2019,foreign used,5359,1800,petrol,automatic,9975000.0,
mercedes-benz,2008,nigerian used,57309,2500,petrol,automatic,6730000.0,
mercedes-benz,2012,nigerian used,50149,3500,petrol,automatic,7800000.0,SUV
ford,2004,foreign used,398223,4000,petrol,automatic,2940000.0,SUV
peugeot,2003,nigerian used,3963,1600,petrol,automatic,1462500.0,
mercedes-benz,2013,nigerian used,125394,4700,petrol,automatic,12375000.0,SUV
toyota,2009,nigerian used,172537,3500,petrol,automatic,4725000.0,SUV
mercedes-benz,2010,nigerian used,34365,3500,petrol,automatic,7280000.0,SUV
mercedes-benz,2008,nigerian used,65126,2500,petrol,automatic,4490000.0,
ford,2007,nigerian used,115975,3500,petrol,automatic,2200000.0,SUV
jaguar,2008,nigerian used,161352,2500,petrol,automatic,4500000.0,
porsche,2017,nigerian used,68343,3600,petrol,automatic,18900000.0,SUV
toyota,2004,nigerian used,158023,4700,petrol,automatic,1837500.0,
lexus,2015,foreign used,98733,2500,petrol,automatic,9450000.0,
lexus,2004,nigerian used,182267,4700,petrol,automatic,2625000.0,SUV
lexus,2002,brand new,111408,3000,petrol,automatic,2625000.0,
hyundai,2011,foreign used,139301,2400,petrol,automatic,4160000.0,
hyundai,2015,nigerian used,85847,1600,petrol,automatic,5040000.0,SUV
toyota,2007,nigerian used,209228,2700,petrol,manual,4200000.0,
toyota,2002,nigerian used,187433,3000,petrol,automatic,2100000.0,SUV
toyota,2009,foreign used,139042,2400,petrol,automatic,3640000.0,
toyota,2008,nigerian used,141473,2400,petrol,automatic,2925000.0,SUV
mercedes-benz,2008,nigerian used,263539,3000,petrol,automatic,3150000.0,
ford,2007,foreign used,467397,3500,petrol,automatic,2835000.0,SUV
lexus,2008,nigerian used,242032,2500,petrol,automatic,2922000.0,
toyota,2009,nigerian used,85296,3500,petrol,automatic,4830000.0,SUV
toyota,2005,nigerian used,258088,3300,petrol,automatic,2288000.0,
mercedes-benz,2008,nigerian used,48780,2500,petrol,automatic,19050000.0,
toyota,2015,nigerian used,70075,3000,petrol,automatic,4725000.0,
toyota,2015,foreign used,71146,1800,petrol,automatic,6500000.0,
hyundai,2011,foreign used,262343,2400,petrol,automatic,3675000.0,
hyundai,2011,foreign used,177739,2400,petrol,automatic,4888000.0,
mercedes-benz,2011,foreign used,161352,3000,petrol,automatic,5460000.0,
toyota,2009,nigerian used,169241,2400,petrol,automatic,3016000.0,
lexus,2006,foreign used,201926,3000,petrol,automatic,4160000.0,
mercedes-benz,2012,nigerian used,95610,4700,petrol,automatic,4350000.0,
toyota,2015,foreign used,62298,1800,petrol,automatic,6032000.0,
lexus,2010,nigerian used,163603,3500,petrol,automatic,4688000.0,
hyundai,2013,foreign used,190676,2000,petrol,automatic,3517500.0,
lexus,2007,nigerian used,161352,3600,petrol,automatic,4992000.0,SUV
toyota,2012,nigerian used,370677,2500,petrol,automatic,4387500.0,
hyundai,2008,nigerian used,5843,2500,petrol,manual,7895000.0,
toyota,2013,foreign used,79207,2400,petrol,automatic,4960000.0,
ford,2012,nigerian used,88139,2000,petrol,automatic,3675000.0,
jaguar,2008,nigerian used,161352,2500,petrol,automatic,4500000.0,
land rover,2008,nigerian used,78565,4400,petrol,automatic,2415000.0,SUV
toyota,2009,foreign used,167190,1800,petrol,automatic,4160000.0,
toyota,2016,foreign used,218050,1800,petrol,automatic,6760000.0,
lexus,2008,foreign used,155665,3500,petrol,automatic,3570000.0,SUV
hyundai,2011,foreign used,189814,2000,petrol,automatic,3255000.0,
lexus,2004,nigerian used,220223,3300,petrol,automatic,2600000.0,
lexus,2005,foreign used,101051,3300,petrol,automatic,2520000.0,
ford,2003,nigerian used,426254,4000,petrol,automatic,2047500.0,
toyota,2008,nigerian used,307470,2400,petrol,automatic,2835000.0,SUV
toyota,2008,nigerian used,126364,2500,petrol,automatic,7850000.0,
lexus,2014,foreign used,187603,3300,petrol,automatic,9240000.0,
ford,2007,nigerian used,115975,3500,petrol,automatic,2200000.0,SUV
jeep,2008,nigerian used,190057,2500,petrol,automatic,3930000.0,
hyundai,2011,foreign used,115527,2400,petrol,automatic,3675000.0,
hyundai,2017,nigerian used,66012,1600,petrol,automatic,6825000.0,
mercedes-benz,2013,nigerian used,239707,4500,petrol,automatic,18720000.0,
toyota,2009,nigerian used,172537,3500,petrol,automatic,4725000.0,SUV
ford,2012,nigerian used,130722,3500,petrol,cvt,2835000.0,SUV
toyota,2010,nigerian used,108350,2400,petrol,automatic,3712500.0,
ford,2008,nigerian used,49215,2500,petrol,automatic,3930000.0,
hyundai,2008,nigerian used,200830,2500,petrol,manual,4000000.0,
lexus,2010,foreign used,279373,3500,petrol,automatic,9880000.0,SUV
hyundai,2013,foreign used,139775,2000,petrol,automatic,8112000.0,SUV
toyota,2019,foreign used,16170,1800,hybrid,cvt,14175000.0,
mercedes-benz,2007,nigerian used,210226,4500,petrol,automatic,4249440.0,SUV
toyota,2008,nigerian used,22914,2500,petrol,automatic,10202000.0,
mercedes-benz,2010,nigerian used,161352,3500,petrol,automatic,6032000.0,SUV
mercedes-benz,2007,foreign used,192028,3500,petrol,automatic,6448000.0,SUV
lexus,2004,nigerian used,179555,3400,petrol,automatic,3640000.0,SUV
toyota,2011,foreign used,147685,1800,petrol,automatic,4472000.0,
hyundai,2012,nigerian used,259708,2000,petrol,automatic,3640000.0,
jeep,2011,foreign used,119865,3700,petrol,automatic,5775000.0,SUV
porsche,2008,nigerian used,148559,2500,petrol,automatic,2698000.0,
hyundai,2018,foreign used,159401,2400,petrol,automatic,13125000.0,
hyundai,2011,foreign used,229956,2400,petrol,automatic,3360000.0,
toyota,2004,nigerian used,158023,4700,petrol,automatic,1837500.0,
acura,2005,foreign used,288147,3500,petrol,automatic,2310000.0,SUV
lexus,2004,nigerian used,78851,3600,petrol,automatic,3848000.0,SUV
lexus,2002,foreign used,10540,35,petrol,automatic,2730000.0,
porsche,2017,nigerian used,68343,3600,petrol,automatic,18900000.0,SUV
lexus,2003,nigerian used,299647,4700,petrol,automatic,3675000.0,SUV
hyundai,2012,foreign used,129479,2000,petrol,automatic,4168000.0,
lexus,2010,nigerian used,108096,5700,petrol,automatic,15750000.0,SUV
toyota,2011,foreign used,95491,1800,petrol,automatic,4680000.0,
toyota,2010,foreign used,185585,1800,petrol,automatic,3675000.0,
lexus,2004,nigerian used,78851,3600,petrol,automatic,3848000.0,SUV
toyota,2006,foreign used,82216,3000,petrol,automatic,3224000.0,
hyundai,2011,foreign used,262343,2400,petrol,automatic,3675000.0,
toyota,2008,nigerian used,126364,2500,petrol,automatic,7850000.0,
hyundai,2013,foreign used,139775,2000,petrol,automatic,8112000.0,SUV
hyundai,2016,foreign used,194783,2400,petrol,automatic,5250000.0,
toyota,2008,nigerian used,56479,3500,petrol,automatic,5400000.0,SUV
toyota,2008,nigerian used,22914,2500,petrol,automatic,10202000.0,
toyota,2019,foreign used,16170,1800,hybrid,cvt,14175000.0,
mercedes-benz,2008,nigerian used,84716,2500,petrol,automatic,5610000.0,
toyota,2006,foreign used,136201,2500,petrol,automatic,2625000.0,
lexus,2003,nigerian used,252622,3500,petrol,automatic,2600000.0,SUV
pontiac,2007,foreign used,322537,3400,petrol,automatic,2205000.0,SUV
ford,2008,foreign used,298967,5400,petrol,automatic,2625000.0,
toyota,2013,foreign used,79207,2400,petrol,automatic,4960000.0,
hyundai,2008,nigerian used,116158,2500,petrol,automatic,4490000.0,
fiat,2008,nigerian used,319568,2500,petrol,automatic,1620000.0,
lexus,2003,nigerian used,252622,3500,petrol,automatic,2600000.0,SUV
toyota,2017,foreign used,101103,1800,petrol,automatic,7350000.0,
toyota,2006,foreign used,136201,2500,petrol,automatic,2625000.0,
toyota,2012,foreign used,78080,2800,petrol,automatic,4200000.0,
toyota,2006,nigerian used,206432,3300,petrol,automatic,2860000.0,SUV
ford,2007,nigerian used,127500,4000,petrol,automatic,2205000.0,SUV
toyota,2013,foreign used,74142,1800,petrol,automatic,4095000.0,
hyundai,2016,foreign used,194783,2400,petrol,automatic,5250000.0,
toyota,2003,nigerian used,199651,4000,petrol,automatic,2912000.0,SUV
toyota,2010,nigerian used,87786,2400,petrol,automatic,3150000.0,
toyota,2004,nigerian used,345811,3300,petrol,automatic,2496000.0,
ford,2008,foreign used,298967,5400,petrol,automatic,2625000.0,
jeep,2008,nigerian used,161352,2500,petrol,automatic,5610000.0,
toyota,2013,foreign used,74142,1800,petrol,automatic,4095000.0,
lexus,2007,nigerian used,161352,3500,petrol,automatic,3150000.0,SUV
toyota,2012,nigerian used,370677,2500,petrol,automatic,4387500.0,
jeep,2008,nigerian used,161352,2500,petrol,automatic,5610000.0,
toyota,2009,foreign used,207347,1800,petrol,automatic,3727500.0,
hummer,2005,nigerian used,139809,6000,petrol,automatic,6300000.0,SUV
hyundai,2012,nigerian used,259708,2000,petrol,automatic,3640000.0,
lexus,2005,nigerian used,134607,4500,petrol,automatic,2625000.0,SUV
toyota,2012,foreign used,78080,2800,petrol,automatic,4200000.0,
hyundai,2016,nigerian used,191019,2400,petrol,automatic,4725000.0,
mercedes-benz,2010,nigerian used,161352,3500,petrol,automatic,6032000.0,SUV
chevrolet,2000,foreign used,319491,2200,petrol,manual,3150000.0,
toyota,2007,nigerian used,102334,2400,petrol,automatic,2415000.0,
mg,2003,nigerian used,105744,1800,diesel,automatic,1575000.0,
toyota,2009,foreign used,167190,1800,petrol,automatic,4160000.0,
toyota,2015,foreign used,236022,1800,petrol,automatic,6090000.0,
hyundai,2015,foreign used,172745,2400,petrol,automatic,5775000.0,
dodge,2012,nigerian used,190880,3500,petrol,automatic,4725000.0,
honda,2010,nigerian used,308710,1300,petrol,automatic,2940000.0,
toyota,2013,foreign used,88055,2500,petrol,automatic,5720000.0,
toyota,2007,nigerian used,81254,3500,petrol,automatic,2600000.0,
toyota,2005,nigerian used,98692,2400,petrol,automatic,2600000.0,SUV
ford,2012,nigerian used,226281,3500,petrol,automatic,2520000.0,SUV
toyota,2007,nigerian used,163559,3500,petrol,automatic,2520000.0,
acura,2008,nigerian used,158238,2300,petrol,automatic,3432000.0,SUV
hyundai,2011,foreign used,138548,2400,petrol,automatic,3952000.0,
hyundai,2014,foreign used,112615,2400,petrol,automatic,6825000.0,SUV
hyundai,2015,nigerian used,180020,2400,petrol,automatic,5250000.0,
toyota,2009,nigerian used,124173,2400,petrol,automatic,3328000.0,
hyundai,2018,foreign used,134257,1800,petrol,automatic,8400000.0,
toyota,2013,nigerian used,78485,3500,petrol,automatic,4680000.0,
lexus,2004,nigerian used,254872,3300,petrol,automatic,3150000.0,SUV
ford,2008,nigerian used,206590,2500,petrol,automatic,4154000.0,
land rover,2014,foreign used,204656,3500,petrol,automatic,22050000.0,SUV
toyota,2010,foreign used,93012,1800,petrol,automatic,4680000.0,
toyota,2009,foreign used,306514,1800,petrol,automatic,3570000.0,
hyundai,2016,nigerian used,77842,2400,petrol,automatic,6032000.0,
hyundai,2016,nigerian used,191019,2400,petrol,automatic,4725000.0,
toyota,2012,nigerian used,82882,2500,petrol,automatic,3570000.0,
hyundai,2015,nigerian used,71181,1600,petrol,automatic,8400000.0,SUV
toyota,2007,nigerian used,290721,3500,petrol,automatic,2782500.0,SUV
hyundai,2012,foreign used,132315,2400,petrol,automatic,3990000.0,
lexus,2004,foreign used,144353,3300,petrol,automatic,2940000.0,
dodge,2008,nigerian used,2870739,3500,petrol,automatic,2100000.0,
toyota,2011,foreign used,199390,1800,petrol,automatic,4368000.0,
hyundai,2015,nigerian used,180020,2400,petrol,automatic,5250000.0,
toyota,2005,nigerian used,98692,2400,petrol,automatic,2600000.0,SUV
infiniti,2004,nigerian used,101828,4500,petrol,automatic,2625000.0,SUV
toyota,2004,nigerian used,184240,3300,petrol,automatic,1890000.0,
hyundai,2015,nigerian used,86960,3300,petrol,automatic,6615000.0,SUV
ford,2010,nigerian used,280188,3000,petrol,automatic,2625000.0,SUV
renault,2008,nigerian used,82123,2500,petrol,automatic,1690000.0,
toyota,2007,nigerian used,219127,2400,petrol,automatic,2600000.0,
hyundai,2015,foreign used,122448,2400,petrol,amt,9450000.0,SUV
toyota,2011,nigerian used,163716,2400,petrol,automatic,2730000.0,
toyota,2007,nigerian used,188877,2400,petrol,automatic,2600000.0,
toyota,2013,foreign used,88055,2500,petrol,automatic,5720000.0,
toyota,2009,foreign used,92602,1800,petrol,automatic,3570000.0,
lexus,2005,nigerian used,76060,3300,petrol,automatic,2600000.0,
ford,2010,foreign used,463172,3000,petrol,automatic,2835000.0,SUV
lexus,2008,nigerian used,184611,2500,petrol,automatic,2922000.0,
toyota,2009,nigerian used,169361,3600,petrol,automatic,2808000.0,
ford,2009,nigerian used,11096,3500,petrol,automatic,2100000.0,
toyota,2012,nigerian used,143200,2500,petrol,automatic,3990000.0,
toyota,2011,foreign used,199390,1800,petrol,automatic,4368000.0,
lexus,2008,nigerian used,100098,3500,petrol,automatic,3675000.0,SUV
land rover,2007,nigerian used,185503,4200,petrol,automatic,2100000.0,SUV
toyota,2002,nigerian used,196880,5600,petrol,automatic,2310000.0,SUV
lexus,2004,nigerian used,195760,3300,petrol,automatic,2496000.0,
toyota,2008,nigerian used,308809,3500,petrol,automatic,2625000.0,SUV
hyundai,2014,foreign used,112615,2400,petrol,automatic,6825000.0,SUV
toyota,2007,nigerian used,91854,2400,petrol,automatic,2205000.0,SUV
lexus,2006,nigerian used,310182,3000,petrol,automatic,2310000.0,
toyota,2008,nigerian used,211165,3500,petrol,automatic,2625000.0,SUV
lexus,2007,nigerian used,228749,2500,petrol,automatic,2782500.0,
lexus,2010,nigerian used,163603,3500,petrol,automatic,4688000.0,
lexus,2008,nigerian used,112762,2500,petrol,automatic,1914000.0,
toyota,2010,nigerian used,87786,2400,petrol,automatic,3150000.0,
land rover,2014,foreign used,204656,3500,petrol,automatic,22050000.0,SUV
toyota,2004,nigerian used,138325,4700,petrol,automatic,2912000.0,SUV
lexus,2005,nigerian used,152784,2500,petrol,automatic,2782500.0,
acura,2009,nigerian used,10351,35,petrol,automatic,3640000.0,
lexus,2004,nigerian used,106126,3300,petrol,automatic,2288000.0,
mercedes-benz,2007,foreign used,305375,3500,petrol,automatic,3675000.0,SUV
toyota,2009,foreign used,306514,1800,petrol,automatic,3570000.0,
acura,2007,nigerian used,354807,3700,petrol,automatic,2572500.0,SUV
toyota,2010,foreign used,93012,1800,petrol,automatic,4680000.0,
toyota,2009,nigerian used,256020,2400,petrol,automatic,2600000.0,
ford,2010,nigerian used,83505,1600,petrol,automatic,1912500.0,
toyota,2011,nigerian used,145611,3500,petrol,automatic,2520000.0,
lexus,2002,foreign used,194524,3300,petrol,automatic,2520000.0,
hyundai,2012,foreign used,180555,1800,petrol,automatic,3990000.0,
nissan,2008,foreign used,113279,3500,petrol,automatic,3675000.0,SUV
mg,2003,nigerian used,105744,1800,diesel,automatic,1575000.0,
lexus,2007,foreign used,259837,3500,petrol,automatic,4732000.0,
renault,2008,nigerian used,29955,2500,petrol,automatic,1707500.0,
renault,2008,nigerian used,82123,2500,petrol,automatic,1690000.0,
hyundai,2008,nigerian used,126473,2500,petrol,automatic,6730000.0,
lexus,2002,nigerian used,125060,3000,petrol,automatic,2496000.0,
ford,2010,nigerian used,280188,3000,petrol,automatic,2625000.0,SUV
toyota,2008,nigerian used,211165,3500,petrol,automatic,2625000.0,SUV
toyota,2004,nigerian used,258147,3300,petrol,automatic,2496000.0,
toyota,2007,nigerian used,161352,2400,petrol,automatic,2100000.0,
toyota,2012,nigerian used,34224,3500,petrol,automatic,4410000.0,
lexus,2005,nigerian used,76060,3300,petrol,automatic,2600000.0,
toyota,2009,nigerian used,136477,1800,petrol,automatic,3692000.0,
toyota,2007,nigerian used,102334,2400,petrol,automatic,2415000.0,
ford,2009,nigerian used,11096,3500,petrol,automatic,2100000.0,
toyota,2011,nigerian used,57764,1800,petrol,automatic,4680000.0,
toyota,2005,nigerian used,436987,1600,petrol,automatic,2137500.0,
lexus,2004,nigerian used,195760,3300,petrol,automatic,2496000.0,
toyota,2008,foreign used,166063,2400,petrol,automatic,3952000.0,
acura,2008,nigerian used,186539,3700,petrol,automatic,2940000.0,SUV
toyota,2009,nigerian used,240394,1800,petrol,automatic,3432000.0,
ford,2008,nigerian used,168131,2500,petrol,automatic,1690000.0,
mercedes-benz,2013,nigerian used,82908,3500,petrol,automatic,4680000.0,
toyota,2009,nigerian used,120332,2400,petrol,automatic,2600000.0,
mercedes-benz,2006,foreign used,242654,5000,petrol,automatic,4725000.0,
pontiac,2009,foreign used,246153,1800,petrol,automatic,3360000.0,
chrysler,2013,foreign used,182823,24,petrol,automatic,4200000.0,
lexus,2009,nigerian used,1530065,3500,petrol,automatic,4784000.0,SUV
toyota,2012,foreign used,89735,1800,petrol,automatic,5200000.0,
infiniti,2006,nigerian used,169239,5600,petrol,automatic,1675000.0,SUV
ford,2013,nigerian used,99988,3500,petrol,automatic,2625000.0,SUV
toyota,2006,nigerian used,341149,3500,petrol,automatic,2625000.0,SUV
toyota,2004,nigerian used,96072,4000,petrol,automatic,1837500.0,SUV
lexus,2005,foreign used,101051,3300,petrol,automatic,2520000.0,
ford,2008,nigerian used,206590,2500,petrol,automatic,4154000.0,
ford,2013,foreign used,150025,2000,petrol,automatic,3990000.0,
toyota,2007,foreign used,184835,2400,petrol,automatic,3952000.0,
hyundai,2013,nigerian used,102268,1800,petrol,automatic,3120000.0,
acura,2006,nigerian used,114031,3500,petrol,automatic,1768000.0,SUV
toyota,2013,nigerian used,50411,1800,petrol,automatic,3150000.0,
toyota,2007,foreign used,258598,1800,petrol,automatic,3328000.0,
toyota,2011,foreign used,87282,2500,petrol,automatic,4200000.0,
hyundai,2013,nigerian used,85345,2400,petrol,automatic,4042500.0,SUV
hyundai,2012,nigerian used,58248,2000,petrol,automatic,3125000.0,
toyota,2013,nigerian used,50411,1800,petrol,automatic,3150000.0,
hyundai,2011,foreign used,102194,1800,petrol,automatic,3465000.0,
acura,2009,nigerian used,429408,3700,petrol,automatic,2625000.0,SUV
lexus,2006,nigerian used,310182,3000,petrol,automatic,2310000.0,
lexus,2002,foreign used,427071,3000,petrol,automatic,2887500.0,
toyota,2015,foreign used,62148,1800,petrol,automatic,5775000.0,
lexus,2008,nigerian used,132323,3500,petrol,automatic,2625000.0,
toyota,2009,nigerian used,196918,2400,petrol,automatic,3328000.0,
toyota,2007,nigerian used,203882,3300,petrol,automatic,2500000.0,
land rover,2008,nigerian used,46887,2500,petrol,automatic,3930000.0,
toyota,2010,nigerian used,133492,2400,petrol,automatic,2964000.0,
toyota,2015,nigerian used,90272,2400,petrol,automatic,5928000.0,
toyota,2006,foreign used,290415,3500,petrol,automatic,2625000.0,
acura,2010,nigerian used,112020,3700,petrol,automatic,4680000.0,SUV
hyundai,2014,nigerian used,101951,2000,petrol,automatic,3360000.0,SUV
lexus,2007,nigerian used,161352,3500,petrol,automatic,3150000.0,SUV
hyundai,2008,nigerian used,40382,2500,petrol,automatic,7178000.0,
lexus,2008,nigerian used,213189,3500,petrol,automatic,3360000.0,
chevrolet,2008,nigerian used,139741,2500,petrol,automatic,4154000.0,
toyota,2013,foreign used,195542,1800,petrol,automatic,4992000.0,
toyota,2015,foreign used,46336,3500,petrol,automatic,15080000.0,SUV
ford,2010,foreign used,463172,3000,petrol,automatic,2835000.0,SUV
hyundai,2014,foreign used,122936,3800,petrol,automatic,5565000.0,
ford,2007,foreign used,292069,3500,petrol,automatic,3640000.0,SUV
toyota,2004,nigerian used,165284,3300,petrol,automatic,2756000.0,SUV
pontiac,2007,foreign used,322537,3400,petrol,automatic,2205000.0,SUV
toyota,2007,foreign used,194783,2000,petrol,automatic,4160000.0,
land rover,2008,nigerian used,146891,2500,petrol,automatic,12330000.0,
mercedes-benz,2007,foreign used,305375,3500,petrol,automatic,3675000.0,SUV
toyota,2004,nigerian used,141882,3500,petrol,automatic,2310000.0,SUV
toyota,2010,foreign used,219320,1800,petrol,automatic,3952000.0,
mercedes-benz,2008,nigerian used,324323,4700,petrol,automatic,6760000.0,SUV
toyota,2012,foreign used,279251,1800,petrol,automatic,4515000.0,
